         worklat	       value	     chindex	     chlabel	        bini	        binlabel	       ERPset
  [300.0  500.0]	        0.15	           1	         Fp1	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.30	           2	         Fp2	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.90	           3	          F7	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.96	           4	          F3	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.25	           5	          Fz	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.09	           6	          F4	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        1.82	           7	          F8	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.89	           8	         FC5	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.33	           9	         FC1	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.29	          10	         FC2	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        1.01	          11	         FC6	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.74	          12	          T7	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.80	          13	          C3	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.10	          14	          Cz	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.29	          15	          C4	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.78	          16	          T8	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.29	          17	         TP9	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.55	          18	         CP5	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.51	          19	         CP1	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.33	          20	         CP2	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.01	          21	         CP6	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.28	          22	        TP10	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.72	          23	          P7	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -2.08	          24	          P3	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -2.10	          25	          Pz	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.07	          26	          P4	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.76	          27	          P8	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.15	          28	         PO9	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.33	          29	          O1	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.21	          30	          Oz	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.25	          31	          O2	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.87	          32	        PO10	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.07	          33	         AF7	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.17	          34	         AF3	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.65	          35	         AF4	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        1.01	          36	         AF8	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.20	          37	          F5	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.21	          38	          F1	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.78	          39	          F2	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.14	          40	          F6	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        1.34	          41	         FT9	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        1.42	          42	         FT7	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.17	          43	         FC3	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.07	          44	         FC4	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        1.21	          45	         FT8	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.51	          46	        FT10	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.46	          47	          C5	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.22	          48	          C1	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.05	          49	          C2	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        1.01	          50	          C6	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.02	          51	         TP7	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.68	          52	         CP3	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.70	          53	         CPz	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.48	          54	         CP4	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.53	          55	         TP8	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.38	          56	          P5	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.93	          57	          P1	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.54	          58	          P2	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.93	          59	          P6	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.65	          60	         PO7	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.08	          61	         PO3	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.02	          62	         POz	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.68	          63	         PO4	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.20	          64	         PO8	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.58	          65	        EOG1	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.58	          66	        EOG2	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.44	          67	         GSR	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.27	          68	         FCz	          43	neu_H_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.33	           1	         Fp1	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.91	           2	         Fp2	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.35	           3	          F7	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -4.21	           4	          F3	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.26	           5	          Fz	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.82	           6	          F4	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.23	           7	          F8	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.14	           8	         FC5	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.02	           9	         FC1	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.92	          10	         FC2	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.47	          11	         FC6	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        1.84	          12	          T7	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -2.03	          13	          C3	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -2.03	          14	          Cz	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -2.23	          15	          C4	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.64	          16	          T8	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.92	          17	         TP9	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.26	          18	         CP5	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -2.98	          19	         CP1	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -2.77	          20	         CP2	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.71	          21	         CP6	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.92	          22	        TP10	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.57	          23	          P7	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.86	          24	          P3	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -3.14	          25	          Pz	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -2.18	          26	          P4	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.20	          27	          P8	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.13	          28	         PO9	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.49	          29	          O1	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.15	          30	          Oz	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.07	          31	          O2	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.06	          32	        PO10	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.00	          33	         AF7	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -2.36	          34	         AF3	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.95	          35	         AF4	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.30	          36	         AF8	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.67	          37	          F5	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.95	          38	          F1	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.35	          39	          F2	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.03	          40	          F6	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        1.77	          41	         FT9	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        1.05	          42	         FT7	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.01	          43	         FC3	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.66	          44	         FC4	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.29	          45	         FT8	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.08	          46	        FT10	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.79	          47	          C5	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -2.10	          48	          C1	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -3.25	          49	          C2	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.75	          50	          C6	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        1.15	          51	         TP7	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -3.39	          52	         CP3	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -3.66	          53	         CPz	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -3.69	          54	         CP4	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.02	          55	         TP8	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -2.09	          56	          P5	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -2.64	          57	          P1	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -3.63	          58	          P2	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -2.13	          59	          P6	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.86	          60	         PO7	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.45	          61	         PO3	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.26	          62	         POz	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.76	          63	         PO4	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.06	          64	         PO8	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.13	          65	        EOG1	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.18	          66	        EOG2	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.79	          67	         GSR	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.19	          68	         FCz	          47	neu_H_F_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.83	           1	         Fp1	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.46	           2	         Fp2	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.28	           3	          F7	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.31	           4	          F3	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.10	           5	          Fz	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -2.22	           6	          F4	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.07	           7	          F8	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.82	           8	         FC5	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.47	           9	         FC1	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -2.50	          10	         FC2	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.13	          11	         FC6	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        1.08	          12	          T7	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.84	          13	          C3	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -2.00	          14	          Cz	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -2.68	          15	          C4	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.15	          16	          T8	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        1.06	          17	         TP9	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.00	          18	         CP5	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -2.31	          19	         CP1	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -3.19	          20	         CP2	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.36	          21	         CP6	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.06	          22	        TP10	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.82	          23	          P7	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -2.55	          24	          P3	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -2.55	          25	          Pz	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -2.94	          26	          P4	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.14	          27	          P8	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.29	          28	         PO9	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.94	          29	          O1	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.19	          30	          Oz	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.50	          31	          O2	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.55	          32	        PO10	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.10	          33	         AF7	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.95	          34	         AF3	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -3.12	          35	         AF4	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.73	          36	         AF8	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -0.93	          37	          F5	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.62	          38	          F1	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -2.40	          39	          F2	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	       -1.64	          40	          F6	          51	neu_L_T_ons_crit	sub2erps_RIDE
  [300.0  500.0]	        0.52	          41	         FT9	          51	neu_L_T_ons_crit	sub2erps_RIDE
